Timestamp,TradeId,Price,Amount,Type
1499558386,42178447,0.001241,18.06986301,buy
1499558386,42178444,0.001241,2.35693795,buy
1499558170,42177909,0.0012359,299.3471948,buy
1499558121,42177718,0.001226,87.20968081,buy
1499558120,42177715,0.001226,87.20968081,buy
1499558115,42177698,0.0012271,3.74919681,buy
1499558114,42177694,0.0012271,83.460484,buy
1499558108,42177677,0.0012271,83.460484,buy
1499558108,42177672,0.0012271,83.460484,buy
1499558101,42177652,0.0012273,16.43490058,buy
1499558095,42177627,0.0012273,86.73851914,buy
1499558086,42177599,0.0012272,87.20968081,buy
1499558001,42177222,0.0012279,77.51890403,buy
1499557986,42177172,0.0012279,164.6922027,buy
1499557986,42177171,0.0012278,7.30891063,buy
1499557947,42177049,0.0012151,52.03639457,sell
1499557944,42177036,0.0012296,205.7154015,buy
1499557933,42177007,0.0012299,115.1141792,buy
1499557933,42177006,0.0012299,169.2191072,buy
1499557914,42176937,0.0012182,118.407365,sell
1499557899,42176903,0.001225,74.95561085,sell
1499557899,42176902,0.001225,94.53742275,sell
1499557899,42176900,0.001225,114.8402528,sell
1499557899,42176899,0.001225,166.3537005,sell
1499557899,42176893,0.001225,117.9795859,sell
1499557897,42176880,0.001218,90.97031058,sell
1499557892,42176831,0.001225,49.40905306,buy
1499557888,42176815,0.001225,86.37796552,buy
1499557888,42176814,0.001225,94.53742275,buy
1499557888,42176813,0.001225,12.44758756,buy
1499557887,42176808,0.001225,193.3629758,buy
1499557885,42176797,0.001225,75.38338989,buy
1499557885,42176796,0.001225,117.9795859,buy
1499557882,42176779,0.001225,11.58714226,sell
1499557882,42176778,0.0012251,106.3924437,sell
1499557878,42176735,0.001225,95.29783865,sell
1499557877,42176726,0.001234,24.01204552,buy
1499557877,42176725,0.0012329,9.77807375,buy
1499557877,42176724,0.0012328,5.88574026,buy
1499557877,42176719,0.001225,88.33726537,sell
1499557877,42176718,0.001225,169.4145196,sell
1499557876,42176711,0.001225,23.9484562,sell
1499557876,42176710,0.001225,39.67585953,sell
1499557876,42176709,0.001225,54.35526427,sell
1499557876,42176705,0.001233,9.77807375,buy
1499557876,42176701,0.001225,9.77807375,sell
1499557876,42176693,0.001225,129.2296378,sell
1499557872,42176627,0.0012249,9.77807375,buy
1499557872,42176624,0.001225,102.3926653,buy
1499557872,42176623,0.0012245,90.97031058,buy
1499557871,42176617,0.0012246,116.1705174,sell
1499557871,42176614,0.0012246,29.89778578,sell
1499557871,42176613,0.0012249,106.3924437,sell
1499557868,42176587,0.0012245,136.2902295,buy
1499557868,42176583,0.0012245,2.15048912,sell
1499557868,42176582,0.0012245,11.99473904,sell
1499557868,42176581,0.0012248,9.77807375,sell
1499557868,42176577,0.0012249,131.761085,sell
1499557868,42176576,0.0012249,6.0355242,sell
1499557834,42176470,0.001236,9.77807375,buy
1499557833,42176468,0.0012256,9.77807375,sell
1499557829,42176445,0.0012255,329.6532053,sell
1499557595,42176043,0.00124,47.18964516,sell
1499557240,42175491,0.0012251,122.2831303,sell
1499557240,42175490,0.0012251,21.55925297,sell
1499557240,42175489,0.0012262,9.31092712,sell
1499557240,42175488,0.0012262,3.56621823,sell
1499556956,42174647,0.0012389,100,buy
1499556948,42174625,0.0012379,150,buy
1499556940,42174617,0.0012406,29.9145858,buy
1499556940,42174616,0.0012404,28.25603653,buy
1499556940,42174615,0.001229,41.82937767,buy
1499556928,42174605,0.001229,50,buy
1499556922,42174600,0.0012297,45.91701267,sell
1499556922,42174599,0.0012298,1198.000313,sell
1499556922,42174598,0.0012298,504.61933,sell
1499556922,42174597,0.0012298,874.7952461,sell
1499556922,42174596,0.0012298,599.8387207,sell
1499556843,42174516,0.00124,5,buy
1499556802,42174450,0.0012338,1.75244772,buy
1499556800,42174444,0.0012339,13.43546766,sell
1499556800,42174435,0.0012338,1.75244772,buy
1499556756,42174261,0.0012299,82.24268916,sell
1499556756,42174257,0.0012299,27.63755298,sell
1499556756,42174256,0.0012299,6.0355242,sell
1499556755,42174247,0.00124,54.03486467,buy
1499556753,42174230,0.0012335,163.2047631,sell
1499556735,42174202,0.00123,99.9,buy
1499556734,42174198,0.0012272,1.16418723,buy
1499556734,42174197,0.0012264,6.58765029,sell
1499556733,42174193,0.0012263,7.75183752,sell
1499556720,42174155,0.0012262,48.89463065,sell
1499556720,42174154,0.0012262,21.55925297,sell
1499556719,42174146,0.0012273,54.03486467,buy
1499556718,42174128,0.0012262,1.90125906,sell
1499556718,42174124,0.0012262,14.57603411,sell
1499556718,42174123,0.0012262,117.8168124,sell
1499556718,42174120,0.0012262,0.24801637,sell
1499556718,42174119,0.0012262,2.15048912,sell
1499556718,42174118,0.0012262,111.7499943,sell
1499556715,42174076,0.0012262,269.8162913,sell
1499556713,42174054,0.0012253,166.3525944,buy
1499556713,42174053,0.0012253,87.69162099,buy
1499556713,42174052,0.0012246,11.99473904,buy
1499556713,42174051,0.0012245,323.2050668,buy
1499556713,42174050,0.0012245,2.15048912,buy
1499556713,42174049,0.0012244,146.0683032,buy
1499556713,42174048,0.0012227,328.3453008,buy
1499556713,42174047,0.0012227,1.30790452,buy
1499556713,42174030,0.0012227,268.5083868,buy
1499556713,42174029,0.0012226,5.80204929,buy
1499556713,42174028,0.0012226,48.89463065,buy
1499556712,42174024,0.0012228,54.03486467,sell
1499556712,42174021,0.0012227,323.2050668,buy
1499556708,42173993,0.001223,80.8104153,buy
1499556705,42173987,0.0012231,87.17833084,buy
1499556705,42173986,0.0012231,2.15048912,buy
1499556705,42173985,0.0012231,48.89463065,buy
1499556705,42173984,0.0012231,247.5348855,buy
1499556704,42173981,0.0012231,80.8104153,buy
1499556702,42173973,0.0012231,233.3689912,buy
1499556702,42173971,0.0012207,236.881818,sell
1499556701,42173967,0.0012207,58.41693785,sell
1499556701,42173965,0.0012232,37.11238906,buy
1499556701,42173964,0.0012232,48.89463065,buy
1499556701,42173963,0.0012232,11.459587,buy
1499556701,42173959,0.0012207,185.2162235,sell
1499556700,42173955,0.0012232,225.422231,buy
1499556700,42173954,0.0012224,5.80204929,buy
1499556700,42173953,0.0012224,2.15048912,buy
1499556700,42173950,0.0012233,115.2784917,sell
1499556700,42173949,0.0012233,185.2162235,buy
1499556700,42173948,0.0012232,26.84668312,buy
1499556700,42173947,0.0012224,58.41693785,buy
1499556699,42173945,0.0012233,48.0528851,buy
1499556699,42173944,0.0012232,185.2970291,buy
1499556699,42173942,0.0012232,143.0482717,buy
1499556699,42173941,0.0012224,90.28256857,buy
1499556699,42173940,0.0012224,232.9224982,buy
1499556698,42173931,0.0012225,173.5599922,buy
1499556698,42173930,0.0012225,59.70911635,buy
1499556697,42173923,0.0012225,264.1420397,buy
1499556697,42173922,0.0012225,58.41693785,buy
1499556696,42173917,0.0012225,143.3948821,sell
1499556696,42173916,0.0012225,89.87422647,sell
1499556696,42173915,0.0012234,233.3308403,sell
1499556695,42173912,0.0012235,61.64597112,buy
1499556695,42173911,0.0012234,28.93607632,buy
1499556695,42173909,0.0012234,299.4092245,buy
1499556695,42173908,0.0012234,323.2050668,buy
1499556693,42173903,0.0012225,211.329205,sell
1499556693,42173901,0.0012224,19.14332519,sell
1499556692,42173898,0.0012223,57.1737317,buy
1499556692,42173896,0.0012223,154.1554733,buy
1499556692,42173895,0.0012223,19.14332519,buy
1499556692,42173894,0.0012223,2.15048912,buy
1499556691,42173889,0.0012224,48.72240936,buy
1499556691,42173888,0.0012224,5.80204929,buy
1499556691,42173887,0.0012224,48.89463065,buy
1499556689,42173883,0.0012225,2.15048912,buy
1499556689,42173882,0.0012225,48.89463065,buy
1499556687,42173874,0.0012202,147.0041646,sell
