Timestamp,TradeId,Price,Amount,Type
1498348786,39452240,0.00020099,47.50304488,sell
1498348785,39452239,0.000201,45,buy
1498348782,39452238,0.00020099,1,sell
1498348778,39452237,0.00020099,1,sell
1498348776,39452236,0.000201,2,buy
1498348759,39452208,0.000201,50,buy
1498348743,39452205,0.000201,1430,buy
1498348739,39452204,0.000201,497.5124378,buy
1498348716,39452190,0.000201,2187,buy
1498348702,39452173,0.000201,174.2422736,buy
1498348702,39452172,0.000201,158,buy
1498348702,39452171,0.000201,83.80364621,buy
1498348701,39452170,0.000201,46.5797615,buy
1498348697,39452169,0.000201,119.0849945,buy
1498348696,39452168,0.000201,58.0176152,buy
1498348696,39452167,0.000201,120.6008455,buy
1498348695,39452166,0.000201,67.87340454,buy
1498348695,39452165,0.000201,81.38283778,buy
1498348694,39452164,0.000201,96.9908065,buy
1498348659,39452109,0.000201,13.9961194,buy
1498348657,39452108,0.000201,70000,buy
1498348657,39452107,0.000201,213.3750256,buy
1498348656,39452103,0.000201,250.73305,buy
1498348656,39452102,0.000201,217.2293447,buy
1498348656,39452101,0.000201,85.54742796,buy
1498348656,39452099,0.000201,172.3144607,buy
1498348656,39452096,0.000201,68.46561656,buy
1498348656,39452092,0.000201,161.9528565,buy
1498348655,39452089,0.000201,88.26976506,buy
1498348655,39452088,0.000201,127.9485735,buy
1498348655,39452082,0.000201,165.9888422,buy
1498348654,39452079,0.000201,476.8803072,buy
1498348654,39452077,0.000201,62.20177918,buy
1498348653,39452075,0.000201,62.20177918,buy
1498348653,39452071,0.000201,49,buy
1498348650,39452070,0.000201,55.25178236,buy
1498348647,39452066,0.00020094,10,sell
1498348645,39452064,0.000201,85.12022666,buy
1498348639,39452057,0.000201,162.9568722,buy
1498348636,39452053,0.000201,137.483702,buy
1498348633,39452048,0.000201,192.3373982,buy
1498348623,39452041,0.000201,8799.610223,buy
1498348623,39452040,0.0002009,1200.389777,buy
1498348619,39452038,0.0002009,4000,buy
1498348595,39452014,0.0002008,1.72320656,sell
1498348595,39452013,0.00020081,0.21908027,sell
1498348595,39452012,0.00020089,294.7202449,sell
1498348595,39452011,0.00020089,227.7374683,sell
1498348584,39452007,0.0002009,4689.610223,buy
1498348584,39452006,0.0002009,5310.389777,buy
1498348584,39452005,0.0002009,10000,buy
1498348584,39452002,0.0002009,10000,buy
1498348584,39452001,0.0002009,10000,buy
1498348584,39452000,0.0002009,10000,buy
1498348584,39451999,0.0002009,10000,buy
1498348584,39451998,0.0002009,10000,buy
1498348584,39451997,0.0002009,9913.610223,buy
1498348584,39451996,0.0002009,86.38977699,buy
1498348584,39451995,0.0002009,413.610223,buy
1498348584,39451994,0.0002009,9586.389777,buy
1498348584,39451993,0.0002009,10000,buy
1498348577,39451978,0.0002009,10000,buy
1498348549,39451959,0.0002009,10000,buy
1498348500,39451912,0.00020089,961.7322485,buy
1498348421,39451845,0.00020089,2,buy
1498348390,39451799,0.00020089,80,buy
1498348388,39451796,0.00020089,956.2677516,buy
1498348388,39451795,0.00020089,1147.732248,buy
1498348358,39451779,0.0002008,3.79456674,sell
1498348358,39451778,0.00020081,6.20543326,sell
1498348309,39451754,0.00020089,10,buy
1498348274,39451733,0.0002008,0.5700065,sell
1498348274,39451732,0.00020081,0.0299935,sell
1498348273,39451731,0.00020081,0.6,sell
1498348242,39451708,0.00020089,0.2,buy
1498348175,39451685,0.0002009,14.87173013,buy
1498348175,39451684,0.00020089,135.1282699,buy
1498348147,39451668,0.00020089,71.47919747,sell
1498348142,39451662,0.00020089,70.85784287,sell
1498348137,39451659,0.00020089,49.78611163,sell
1498347946,39451442,0.00020089,400,sell
1498347926,39451415,0.0002009,5980,buy
1498347880,39451327,0.0002009,82.44369464,buy
1498347878,39451314,0.0002009,90.28335784,buy
1498347859,39451255,0.0002009,3.56662,buy
1498347857,39451251,0.0002009,225,buy
1498347849,39451238,0.0002009,749.45,buy
1498347833,39451215,0.0002009,12,buy
1498347781,39451112,0.0002009,1.41684702,buy
1498347780,39451109,0.0002009,0.18480612,buy
1498347780,39451104,0.0002009,529.9018236,buy
1498347780,39451102,0.0002009,269.8174514,buy
1498347780,39451101,0.0002009,2068.60046,buy
1498347780,39451100,0.0002009,10.86249186,buy
1498347778,39451092,0.0002009,4993.0182,buy
1498347777,39451091,0.0002009,12050.71919,buy
1498347777,39451090,0.0002009,2216.592367,buy
1498347777,39451085,0.0002009,1426.300861,buy
1498347702,39450943,0.00020061,5.00402,sell
1498347697,39450927,0.0002009,1162.563315,buy
1498347689,39450912,0.0002009,1200,buy
1498347655,39450851,0.00020061,2.03,sell
1498347632,39450816,0.0002009,2,buy
1498347622,39450809,0.0002009,5,buy
1498347617,39450806,0.00020061,0.95,sell
1498347617,39450801,0.0002009,20,buy
1498347614,39450798,0.0002009,20,buy
1498347609,39450796,0.0002009,69,buy
1498347607,39450795,0.0002006,779.56,sell
1498347607,39450794,0.00020079,150,sell
1498347607,39450793,0.00020079,5,sell
1498347607,39450792,0.0002008,65.22,sell
1498347607,39450791,0.0002008,0.11,sell
1498347607,39450790,0.0002008,0.11,sell
1498347603,39450787,0.0002009,5,buy
1498347600,39450784,0.0002009,5,buy
1498347599,39450782,0.0002009,5,buy
1498347596,39450778,0.0002009,5,buy
1498347593,39450772,0.0002009,5,buy
1498347590,39450769,0.0002009,5,buy
1498347589,39450763,0.0002009,5,buy
1498347584,39450752,0.0002009,0.9,buy
1498347581,39450749,0.00020081,0.9,sell
1498347580,39450742,0.00020089,0.9,buy
1498347575,39450733,0.00020089,0.5,buy
1498347573,39450723,0.00020089,0.5,buy
1498347568,39450707,0.00020089,0.2,buy
1498347566,39450692,0.00020089,0.2,buy
1498347566,39450686,0.0002009,0.2,buy
1498347562,39450676,0.0002009,0.2,buy
1498347560,39450651,0.0002009,0.2,buy
1498347558,39450629,0.0002009,0.2,buy
1498347557,39450609,0.0002009,0.2,buy
1498347551,39450580,0.0002009,0.1,buy
